OccID,OccNo,Latitude,Longitude,CountryID_DisplayEng,OccDate,OccIncidentTypeID_DisplayEng,OccTime,OccTypeID_DisplayEng,ProvinceID_DisplayEng,InitTSBNotifDate,ReportedByID_DisplayEng,RespRegionID_DisplayEng,Summary,InjuriesEnum_DisplayEng,DeployedEnum_DisplayEng,RegistrationNo,AircraftTypeID_DisplayEng,AircraftMakeID_DisplayEng,OrganizationID_DisplayEng,OperatorTypeID_DisplayEng,WeightCategoryID_DisplayEng,LandingGearID_DisplayEng,WakeTurbulenceCategoryID_DisplayEng,YearOfManuf,NumberOfEngine,DamageLevelID_DisplayEng,OperationTypeID_DisplayEng,ICAODepart
149747,A17A0020,46.06666667,-33.28333333,CANADA,2017-03-23,UNABLE TO PERFORM (vi),18:30:00,INCIDENT,UNKNOWN,3/23/2017 12:00:00 AM,NAV CANADA,ATLANTIC,ET-AOQ a Boeing 787-8 aircraft operated by Ethiopian Airlines was conducting flight ETH501 from Washington/Dulles Intl VA (KIAD) to Addis Ababa/Bole Intl Ethiopia (HAAB). During cruise flight in oceanic airspace crossing 46N/033W a crew member became ill. The flight crew requested a diversion to Terceira/Aeroporto das Lajes Portugal (LPLA) and transferred to Shanwick Radio for further air traffic control instruction.,No,No,ET-AOQ,AEROPLANE,BOEING,ETHIOPIAN AIRLINES,STATE,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2012,2,NONE,AIR TRANSPORT,KIAD
149707,A17A0018,47.49111111,-48.19472222,CANADA,2017-03-18,EMERGENCY/PRIORITY (xi),15:45:00,INCIDENT,UNKNOWN,3/18/2017 12:00:00 AM,NAV CANADA,ATLANTIC,C-GQCH a Sikorsky S-92A aircraft operated by Cougar Helicopters was conducting flight CHI41 on an IFR flight from St. John’s Intl NL (CYYT) to the Henry Goodrich offshore platform (HGR). When approximately 5 nautical miles from HGR the flight crew selected the landing gear down and received a master caution warning HYDRAULIC #3 FAIL. The flight crew observed the pressure gauge at zero on the corresponding system. A missed approach in VMC was carried out and the flight crew elected to return to CYYT declaring a PAN PAN as a precaution. The passengers were briefed and an emergency landing gear extension was carried out. The aircraft landed without further incident at CYYT.,No,No,C-GQCH,HELICOPTER,SIKORSKY,COUGAR HELICOPTERS,COMMERCIAL,5701-27000 KG   (12566-59525 LBS),TRICYCLE ALL RETRACT,MEDIUM,2007,2,NONE,AIR TRANSPORT,CYYT
149684,A17F0052,18.04083333,-63.10888889,NETHERLANDS ANTILLES,2017-03-07,RISK OF COLLISION (x),19:25:00,INCIDENT,UNKNOWN,3/11/2017 12:00:00 AM,MEDIA,HEAD OFFICE,On 07 March 2017 a WestJet Boeing 737-800 aircraft (registration C-GWSV serial number 37158) operating as flight 2652 (WJA2652) was conducting a scheduled instrument flight rules flight from Toronto/Lester B. Pearson International Airport Ontario to Princess Juliana International Airport St. Maarten Netherlands Antilles. During the approach to Runway 10 the aircraft deviated from the normal descent path. At 1534 Atlantic Standard Time (AST) when the aircraft was 0.30 nautical miles from the runway threshold and had descended to an altitude of 40 feet above the water the crew initiated a missed approach. Given that visibility was below the limits for conducting a second approach the flight was cleared to hold until it had improved. Following an improvement in visibility the crew conducted a second approach and landed at 1618 AST without further incident.,No,No,C-GWSV,AEROPLANE,BOEING,WESTJET,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2009,2,NONE,AIR TRANSPORT,CYYZ
149679,A17F0051,26.55861111,-78.69555556,BAHAMAS,2017-03-08,SMOKE OR FIRE (iii),21:50:00,INCIDENT,UNKNOWN,3/13/2017 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GOWG a Boeing 737-800 aircraft operated by Sunwing Airlines was conducting flight SWG317 from Santa Clara/Abel Santamaria Cuba (MUSC) to Quebec/Jean Lesage Intl QC (CYQB). As the cabin crew was preparing for the meal service during cruise flight a burning smell was noticed and smoke was visible coming out from oven number 2 in the forward galley. Emergency equipment was gathered as a precaution and the oven was immediately turned off; the smoke then dissipated. The cabin crew discovered that part of the meal in the lower tray was burnt. The situation was monitored and the flight crew was kept informed periodically. The flight continued to destination without further incident.,No,No,C-GOWG,AEROPLANE,BOEING,SUNWING AIRLINES INC.,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2010,2,NONE,AIR TRANSPORT,MUSC
149625,A17F0041,42.77527778,141.6922222,JAPAN,2017-02-26,EMERGENCY/PRIORITY (xi),13:00:00,INCIDENT,UNKNOWN,2/26/2017 12:00:00 AM,OPERATOR,HEAD OFFICE,C-FNND a Boeing 777-200 aircraft operated by Air Canada was conducting flight ACA16 from Hong Kong International - Chek Lap Kok China (VHHH) to Toronto/Lester B. Pearson Intl ON (CYYZ). While enroute approximately 450 nautical miles east of New Sapporo Intl Japan (RJCC) the flight crew received EICAS advisories for HYD QTY LOW L followed by HYD PRESS PRI L. The left hydraulic reservoir quantity was displaying zero. The QRH was actioned a PAN PAN was declared and a diversion to Tokyo/Haneda Japan (RJTT) was initiated. Fuel was jettisoned prior to the arrival and the aircraft landed within normal weight limits.The operator’s maintenance discovered that the Engine Driven Pump (EDP) casing was cracked. The EDP the return case and the drain-pressure filters were all replaced. The hydraulic system was replenished and was checked serviceable. The aircraft was returned to service.,No,No,C-FNND,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2008,2,NONE,AIR TRANSPORT,VHHH
149510,A17A0005,53.63333333,-44.65,CANADA,2017-01-27,LOSS OF SEPARATION (x),15:14:00,INCIDENT,UNKNOWN,1/27/2017 12:00:00 AM,NAV CANADA,ATLANTIC,F-HAVN a Boeing 757-200 aircraft operated by OpenSkies was conducting flight BOS5 from Paris/Orly France (LPFO) to New York/JFK Intl NY (KJFK). During cruise at FL370 the flight crew received a TCAS Resolution Advisory (RA) and climbed to FL375. M-MSGG a privately operated Bombardier CL-600-2B16 aircraft operating from London/Stansted England (EGSS) to Bangor Intl ME (KBGR) was flying 1000 feet below BOS5. The TCAS RA of BOS5 was triggered by a 200 feet altitude deviation by M-MSGG due to moderate to severe turbulence. Both aircraft continued without further incident.,No,No,M-MSGG,AEROPLANE,CANADAIR,,PRIVATE,5701-27000 KG   (12566-59525 LBS),TRICYCLE ALL RETRACT,MEDIUM,0,2,NONE,UNKNOWN,EGSS
149346,A16A0112,49.96666667,-46.93333333,CANADA,2016-12-15,EMERGENCY/PRIORITY (xi),04:14:00,INCIDENT,UNKNOWN,12/15/2016 12:00:00 AM,NAV CANADA,ATLANTIC,N288ZJ a Bombardier BD-700-1A10 (Global Express) aircraft operated by Zetta Jet was conducting a flight to reposition the aircraft from Tucson Intl AZ (KTUS) to Farnborough UK (EGLF). While in cruise flight at FL450 near 50°N/047°W the flight crew noticed a bright flash accompanied by a loud bang coming from the first officer’s windshield. A R WINDSHIELD FAIL message was received and the flight crew noted that the outer layer of the first officer’s windshield had shattered. The crew donned their oxygen masks and elected to descend and divert to St. John’s Intl NL (CYYT). Initial radio contact with Gander ACC was unsuccessful and the flight crew executed contingency procedures for the turn and the descent. The transponder was set to 7700 messages were relayed through a commercial airliner and a clearance for the return to CYYT was given. When radio contact was established the emergency was cancelled and the flight landed at CYYT without further incident.Maintenance personnel inspected the aircraft and prepared it for flight to a facility for replacement of the damaged windshield.,No,No,N288ZJ,AEROPLANE,BOMBARDIER,Zetta Jet,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2001,2,NONE,BUSINESS,KTUS
149324,A16F0209,31.0,-70.0,INTERNATIONAL WATERS,2016-12-01,UNABLE TO PERFORM (vi),17:33:00,INCIDENT,UNKNOWN,12/7/2016 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GCTS an Airbus A330-300 aircraft operated by Air Transat was conducting flight TSC734 from Montreal/Pierre Elliott Trudeau Intl QC (CYUL) to Punta Cana Intl Dominican Republic (MDPC). During cruise flight one of the cabin crew members became ill and was unable to continue their duties. Positions were reassigned among the other cabin crew members for the remainder of the flight. The aircraft landed in MDPC without further event.,No,No,C-GCTS,AEROPLANE,AIRBUS,AIR TRANSAT A.T.,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1997,2,NONE,AIR TRANSPORT,CYUL
149284,A16A0111,50.0,-45.0,CANADA,2016-11-29,EMERGENCY/PRIORITY (xi),03:26:00,INCIDENT,UNKNOWN,11/29/2016 12:00:00 AM,NAV CANADA,ATLANTIC,G-DAJC a Boeing 767-300 aircraft operated by Condor Airline was conducting flight CFG199 from Varadero/Juan Gualberto Gómez Intl Cuba (MUVR) to Frankfurt/Rhein-Main Germany (EDDF). While in cruise flight at about 50°N/045°W the flight crew received a R AC BUS off indication and noted that R GEN was off line. The flight crew reset as per the QRH and the system fault recurred. An emergency was declared and as per contingency procedures the flight crew descended and proceeded to divert to Gander Intl NL (CYQX). ATC issued a clearance for direct to CYQX and the flight landed without incident.,No,No,G-DAJC,AEROPLANE,BOEING,CONDOR FLUGDIENST,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1994,2,NONE,AIR TRANSPORT,MUVR
149258,A16F0192,13.672475,-75.10605278,COLOMBIA,2016-11-14,UNABLE TO PERFORM (vi),17:00:00,INCIDENT,UNKNOWN,11/22/2016 12:00:00 AM,OPERATOR,HEAD OFFICE,C-FIYE a Boeing 767-300 aircraft operated by Air Canada rouge was conducting flight ROU1944 from Toronto/Lester B. Pearson Intl ON (CYYZ) to Bogotá/El Nuevo Dorado Intl Colombia (SKBO). During the cruise phase of flight at FL350 in layer clouds and smooth air the flight unexpectedly encountered moderate turbulence for approximately 1 to 2 minutes. As there were no forecast or on-board weather radar indications of turbulence the cabin crew was not prepared for the encounter. The seatbelt sign was immediately turned on but two flight attendants situated in the rear of the aircraft have reportedly sustained injury during the encounter. One flight attendant was deemed “incapacitated” and relieved of their duties. The flight was completed without further event.,Yes,No,C-FIYE,AEROPLANE,BOEING,AIR CANADA ROUGE,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2015,2,NONE,AIR TRANSPORT,CYYZ
149242,A16F0189,36.0,-140.0,INTERNATIONAL WATERS,2016-10-03,UNABLE TO PERFORM (vi),16:16:00,INCIDENT,UNKNOWN,11/15/2016 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GWRG a Boeing 737-800 aircraft operated by WestJet was conducting flight WJA1852 from Vancouver Intl BC (CYVR) to Kahului HI (PHOG). During cruise flight one of the cabin crew members became unwell and discontinued duties. Positions were reassigned among the other cabin crew members for the remainder of the flight. The aircraft landed in PHOG without further event.,No,No,C-GWRG,AEROPLANE,BOEING,WESTJET,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2012,2,NONE,AIR TRANSPORT,CYVR
149231,A16A0107,59.0,-48.0,CANADA,2016-11-14,ENGINE (i),13:15:00,INCIDENT,UNKNOWN,11/14/2016 12:00:00 AM,NAV CANADA,ATLANTIC,N2740B a Cessna 421 aircraft was en route from Goose Bay Newfoundland and Labrador (CYYR) to Narsarsuaq Greenland (BGBW) at flight level 210 when the pilot reported a loss of oil from the left engine. The flight was at 59N 048W when it lost engine power. The pilot shut down the engine and declared an emergency. The pilot continued on to Greenland but diverted to Paamiut airport (BGPT) due to poor weather at BGBW and landed safely.,No,No,N2740B,AEROPLANE,CESSNA,,OTHER,2251-5700 KG    (4961-12565 LBS),TRICYCLE ALL RETRACT,LIGHT,1982,2,NONE,UNKNOWN,CYYR
149226,A16F0184,-79.7725,157.7598333,ANTARCTICA,2016-11-12,COLLISION (x),10:30:00,INCIDENT,UNKNOWN,11/14/2016 12:00:00 AM,OPERATOR,WESTERN,"The Ken Borek Air Ltd Douglas DC3T C-FMKB was tasked with moving a fuel cache from S 79 46' 21.00\ E 157 45' 35.40\"" to a location that did not accumulate snow. The current location had been used for approximately 10 years and required that the drums be dug out of the snow every six weeks. The plan was to move the cache to a \""blue ice\"" area. This is an area of the glacier that is wind swept and does not accumulate snow. The first load was loaded and the aircraft lifted off to search for a new site by air. A suitable site was located 4 nm from the point of departure. On the return trip it was decided that once the fuel drums were loaded they would attempt to taxi the 4nm to the new site since it was so close. It was 1200 meters into this trip that the left main gear struck a snow covered hard packed snow drift causing the left main gear to slowly collapse. As the aircraft began to veer to the left the crew realized what was happening and immediately shutdown the left engine to protect the engine and propeller. The left wing came to rest on the snow. The damage appears to be limited to the left gear and wing. An additional aircraft was dispatched to the site and arrived 1 hour and 20 minutes later to recover the flight crew and passengers. All involved returned to base without incident. There were no injuries and no hazardous material was released.""",No,No,C-FMKB,AEROPLANE,MCDONNELL DOUGLAS,KENN BOREK AIR,COMMERCIAL,5701-27000 KG   (12566-59525 LBS),TAIL WHEEL MAINS RETRACT,MEDIUM,1942,2,MINOR,AIR TRANSPORT,
149193,A16A0106,61.1176,-39.4,CANADA,2016-10-31,EMERGENCY/PRIORITY (xi),22:12:00,INCIDENT,UNKNOWN,10/31/2016 12:00:00 AM,NAV CANADA,ATLANTIC,EZ-A777 a Boeing 777-200LR aircraft operated by Turkmenistan Airlines was conducting flight TUA3777 from Atlanta/Hartsfield-Jackson Intl GA (KATL) to Ashgabat Intl Turkmenistan (UTAA). While in cruise flight at about 61°N / 039° W the flight crew reported a low number 1 engine oil quantity indication and requested a lower altitude. Approximately 13 minutes later the flight crew declared a PAN PAN and requested to divert to Keflavik Intl Greenland (BIKF). The flight landed one hour and ten minutes later with no further reported incident.,No,No,EZ-A777,AEROPLANE,BOEING,Turkmenistan Airlines,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2010,2,UNKNOWN,AIR TRANSPORT,KATL
149172,A16F0168,54.5,-40.0,INTERNATIONAL WATERS,2016-10-13,UNABLE TO PERFORM (vi),12:40:00,INCIDENT,UNKNOWN,10/25/2016 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GFAH an Airbus 330-300 aircraft operated by Air Canada was conducting flight ACA833 from Brussels Belgium (EBBR) to Montreal/Pierre Elliott Trudeau Intl QC (CYUL). While in cruise flight in the vicinity of N5430/W040 one of the cabin crew members became unwell and discontinued duties. Positions were reassigned among the other cabin crew members for the remainder of the flight. The aircraft landed in CYUL without further event.,No,No,C-GFAH,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1999,2,NONE,AIR TRANSPORT,EBBR
149154,A16F0164,54.0,-40.0,INTERNATIONAL WATERS,2016-10-06,UNABLE TO PERFORM (vi),16:02:00,INCIDENT,UNKNOWN,10/24/2016 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GGTS an Airbus A330-200 aircraft operated by Air Transat was conducting flight TSC699 from Athens/Eleftherios Venizelos Intl Greece (LGAV) to Montreal/Pierre Elliott Trudeau Intl QC (CYUL). While in cruise flight during the oceanic crossing one of the cabin crew members became ill and was unable to continue their duties. Positions were reassigned among the other cabin crew members for the remainder of the flight. The aircraft landed in CYUL without further event.,No,No,C-GGTS,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1999,2,NONE,AIR TRANSPORT,LGAV
149118,A16F0158,54.0,-30.0,INTERNATIONAL WATERS,2016-08-22,UNABLE TO PERFORM (vi),13:30:00,INCIDENT,UNKNOWN,10/17/2016 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GTSD an Airbus A330-300 aircraft operated by Air Transat was conducting flight TSC279 from Paris/Charles de Gaulle France (LFPG) to Montreal/Pierre Elliott Trudeau Intl QC (CYUL). While in cruise flight during the oceanic crossing one of the cabin crew members became ill and was unable to continue their duties. Positions were reassigned among the other cabin crew members for the remainder of the flight. The aircraft landed in CYUL uneventfully.,No,No,C-GTSD,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2001,2,NONE,AIR TRANSPORT,LFPG
149065,A16A0094,60.11666667,-32.86666667,CANADA,2016-09-25,EMERGENCY/PRIORITY (xi),15:38:00,INCIDENT,UNKNOWN,9/25/2016 12:00:00 AM,NAV CANADA,ATLANTIC,N276AY an Airbus A330-300 aircraft operated by American Airlines was conducting flight AAL719 from Rome/Leonardo da Vinci Intl Italy (LIRF) to Philadelphia Intl PA (KPHL). While in cruise flight at about 60°07'N 032°52'W the crew noted a Low Crew Oxygen pressure indication and requested to divert to Shannon Intl Ireland (EINN). Since a clearance could not be granted the flight crew followed the prescribed contingency procedures and began to descend. An emergency was declared and then a diversion to Gander Intl NL (CYQX) was requested. Once the flight levelled at FL100 AAL719 advised that they were no longer in an emergency situation and the flight continued to CYQX where it landed without further incident.The operator’s maintenance isolated an oxygen leak in the Captain’s mask and replaced the mask assembly. The crew oxygen bottle was serviced and the system was tested serviceable.,No,No,N276AY,AEROPLANE,AIRBUS,AMERICAN AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2001,2,NONE,AIR TRANSPORT,LIRF
