OccID,Summary
92944,LE CESSNA 172 DECOLLAIT DE LA PISTE 14 PAR VENT TRAVERSIER DE LA DROITE.  LORS DE COURSE AU DECOLLAGE UNE RAFALE A SOULEVE L'AILE DROITE ET L'APPAREIL S'EST ENVOLE PREMATUREMENT A ENVIRON 40 MPH.  LE PILOTE A ALORS BRAQUE LE VOLANT A DROITE AFIN DE REDRESSER LES AILES ET IL A APPUYE A FOND SUR LE PALONNIER GAUCHE POUR MAINTENIR LE CAP DE LA PISTE.  LORSQUE LA VITESSE DU VENT A DIMINUE L'AVION A PERDU DE L'ALTITUDE ET IL S'EST POSE SUR LA PISTE.  LE PILOTE N'AYANT PAS ENCORE RELACHE LE PALONNIER GAUCHE L'APPAREIL A BIFURQUE VERS LE COTE NORD DE LA PISTE OU IL A CAPOTE APRES AVOIR HEURTE UN BANC DE NEIGE.  L'AERONEF A SUBI DES DOMMAGES IMPORTANTS.  LE PILOTE N'A PAS ETE BLESSE LORS DE L'ACCIDENT.  LE VENT ETAIT DU 215? MAGNETIQUES A 15 KTS.
92655,LE MURPHY REBEL A DECOLLE DE L'AEROPORT DE GATINEAU.  A UNE ALTITUDE D'ENVIRON 100 PIEDS LE MOTEUR S'EST ARRETE.  LE PILOTE A EFFECTUE UN ATTERRISSAGE FORCE ET IMMOBILISE L'AERONEF DANS UN CHAMP A 200 PIEDS DU SEUIL DE LA PISTE.  LE MOTEUR DE MARQUE HONDA AVAIT CUMULE SEULEMENT 15 HEURES D'OPERATION.
92511, L'ATR 42 A ATTERRI SUR LA PISTE 27 A SEPT-ILES PUIS A CIRCULE JUSQU'A L'AIR DE STATIONNEMENT OU IL DEVAIT S'IMMOBILISER A LA BARRIERE #1.  TROIS SIGNALEURS AIDAIENT LE PILOTE A MANOEUVRER. UN SE TROUVAIT DEVANT L'AVION TANDIS QUE LES DEUX AUTRES ETAIENT AU BOUT DES AILES.  PRES DU TERMINAL L'AVION DEVAIT VIRER A GAUCHE.  SELON LES MEMBRES D'EQUIPAGE LE PILOTE A APPLIQUE LES FREINS APRES AVOIR JUGE QUE L'ESPACE ENTRE LE BOUT DE L'AILE DROITE ET L'EDIFICE ETAIT SERRE.  IL A RELACHE LES FREINS PUIS AVANCE APRES QUE LE SIGNALEUR PRES DU TERMINAL ET DE L'AILE DROITE LUI A SIGNALE QUE L'AILE PASSAIT.  LE BOUT DE L'AILERON A HEURTE L'AEROGARE ET A SUBI DES DOMMAGES IMPORTANTS.  LES SIGNALEURS ONT DECLARE QU'ILS ONT SIGNALE AUX PILOTES D'ARRETER AVANT QUE LA COLLISION SE PRODUISE MAIS QUE LES PILOTES NE LES REGARDAIENT PAS.
92292,LE PIPER PA-31 NAVAJO EFFECTUAIT UN VOL NOLISE DE IQALUIT A PANGNIRTUNG AVEC UN PASSAGER A BORD. LORS DE L'ATTERRISSAGE L'EQUIPAGE A VU LES 3 VOYANTS VERTS DU TRAIN D'ATTERRISSAGE ET A CONFIRME VISUELLEMENT LA POSITION DU TRAIN GRACE A DES MIRROIRS.LORS DE L'ATTERRISSAGE JUSTE AVANT D'APPLIQUER LES FREINS LE TRAIN AVANT S'EST AFFAISE. L'EQUIPAGE RAPPORTE UN ATTERRISSAGE NORMAL ET L'APPAREIL S'EST IMMOBILISE AU CENTRE DE LA PISTE.LA METEO LORS DE L'INCIDENT ETAIT: VENT CALME VISIBILITE 15 MILLES PLAFOND 21000 PIEDS EPARS.LES DOMMAGES SERAIENT LIMITES AU TRAIN AVANT ET AUX DEUX HELICES. AUCUN BLESSE.LES CONDITIONS DE PISTE AU MOMENT DE L'INCIDENT ETAIENT 40% DENUDE ET GELE AVEC 60% DE FLAQUE DE NEIGE D'UNE DEMI A UN POUCE D'EPAISSEUR. LES AUTRES DOMMAGES SE LIMITE A QUELQUE EGRATIGNURES AU NEZ DE L'APPAREIL.UNE MISE A JOUR SUIVRA.
92173, UNE COLLISION EN VOL EST SURVENUE ENTRE UN C-172 ET UN C-150 ALORS QUE LES APPAREILS ETAIENT EN FINALE POUR LA PISTE 29 A MASCOUCHE.  LES OCCUPANTS DE CHACUN DES DEUX APPAREILS ONT TOUS DEUX SUBIS DES BLESSURES MORTELLES.
91738, L'AERONEF UN PA-12 EN PROVENANCE DE LA MINE SELBAYE ET A DESTINATION DE AMOS A EU DES RATES DE MOTEUR ALORS QU'IL ETAIT EN CROISIERE.  LE PILOTE A ACTIONNE LES AILERONS A QUELQUES REPRISES POUR BALANCER LES AILES DE GAUCHE A DROITE ET LE MOTEUR A REPRIS DE LA PUISSANCE.  LE PILOTE DOUTAIT LA CONTAMINATION DU CARBURANT PAR L'EAU.  L'APPAREIL A REPRIS ENVIRON 150 PIEDS D'ALTITUDE MAIS D'AUTRES RATES MOTEUR SONT SURVENUES.  LE MOTEUR A CONTINUE AU REGIME RALENTI LA PUISSANCE ETAIT INSUFFISANTE POUR MAINTENIR L'ALTITUDE ET LE PILOTE A DU ATTERRIR D'URGENCE DANS UN MARECAGE.LE PILOTE A SUBI DES BLESSURE LEGERES AU POIGNET DROIT TANDIS QUE LE PASSAGER S'EN SORTAIT INDEMNE.  L'APPAREIL A SUBI DES DOMMAGES IMPORTANT.
91622, LORS DE L'APPROCHE FINALE LE MOTEUR (ROTAX 583) DU ZENAIR CH-701 S'EST ARRETE LORSQUE LE PILOTE A REDUIT LES GAZ.  L'APPAREIL S'EST POSE A ENVIRON 200 PIEDS AVANT LE SEUIL DE LA PISTE 14.  LA ROUE DE NEZ S'EST ARRACHEE ET LE VENTRE DE L'AVION A ETE LOURDEMENT ENDOMMAGE.  LE PILOTE EST SORTI INDEMNE DE L'ACCIDENT.  LE PROPRIETAIRE DE L'APPAREIL SOUPCONNE UN MAUVAIS FONCTIONNEMENT DE LA POMPE A ESSENCE DU MOTEUR.
91608," LORS DU ROULEMENT A L'ATTERRISSAGE SUR LA PISTE 07 LA ROUE DE NEZ DU SENECA S'EST AFFAISSEE.  LE PILOTE N'A RAPPORTE AUCUNE ANOMALIE AVANT LA DEFECTUOSITE DU TRAIN.  LA CAUSE N'A PAS ETE ETABLIE.  INFORMATION A SUIVRE.13 NOV 97:  APRES AVOIR EXAMINE LE TRAIN AVANT L'EXPLOITANT SOUPCONNE UN USURE EXCESSIVE DU \NOSE GEAR DOWN LOCK LINKINGE\"" PART NO 95724-00."""
91544, LE CESSNA 152 AVEC DEUX OCCUPANTS A BORD EFFECTUAIT UNE REMONTEE A LA PISTE DU LAC A LA TORTUE LORSQUE L'AILE DROITE A FRAPPE UN ARBRE ET QUE L'APPAREIL EST TOMBE SUR LE SOL LE NEZ VERS LE BAS. LES INFORMATIONS PRELIMINAIRES RECUS INDIQUENT QUE L'APPAREIL FAISAIT UNE REMONTEE PAR VENT ARRIERE QUE LES VOLETS ETAIENT REMONTES ET LE MOTEUR DEVELOPPAIT DE LA PUISSANCE.  LE PILOTE POSSEDAIT PEU D'EXPERIENCE ET TOUT SEMBLE INDIQUER QUE L'APPAREIL AVAIT DEPASSE LE SEUIL DE LA PISTE LORSQUE LA REMONTEE EN VENT ARRIERE ET SANS VOLET A ETE INITIE. L'AERONEF N'AVAIT PAS MONTE SUFFISAMMENT POUR EVITER L'IMPACT CONTRE LES ARBRES ET ENSUITE S'ECRASER AU SOL.
91476, LORS DE LA MONTEE INITIALE LE PILOTE DU CESSNA 185 SUR FLOTTES S'EST APERCU D'UNE PERTE DE PUISSANCE ET A CHOISI D'ATTERRIR DROIT DEVANT PUISQU'IL N'AVAIT ASSEZ D'ALTITUDE POUR RETOURNER VERS LE LAC.  L'APPAREIL A ETE POSE DANS LES ARBRES ET A SUBIT DES DOMMAGES IMPORTANTS. SAR A ETE APPELE A INTERVENIR.  LE PILOTE EST SORTI INDEMNE.  LES CONDITIONS METEOROLOGIQUES ETAIT VFR ET L'APPAREIL AVAIT UN POIDS ET CENTRAGE DANS LES LIMITES PRESCRITES PAR LE MANUFACTURIER.  LES RESERVOIRES A ESSENCES ETAIENT LE 3/4 PLEIN.  LE MOTEUR TOTALISE 331 HEURES.LE MOTEUR SERA ENVOYE AU LABORATOIRE DU BUREAU DE SECURITE DES TRANSPORTS DU CANADA POUR ANALYSES.  INFORMATIONS A SUIVRE.
91191,A97: A97Q0183:  L'AZTEC EQUIPE DE FLOTEURS S'EST ECRASE PEU DE TEMPS APRES LE DECOLLAGE DU LAC SQUAW.  LORS DE L'ECRASEMENT L'APPAREIL A HEURTRE DES FILS ELECTRIQUES ET S'EST ENFLAMME.  LE PILOTE A SURVECU A L'ECRASEMENT MAIS LES DEUX PASSAGERS SONT DECEDES.
91023, ALORS QU'IL ETAIT EN COURTE FINALE LE PILOTE DU CESSNA 180 A EFFECTUE UNE REMONTEE.  APRES AVOIR EFFECTUE UN VIRAGE A GAUCHE L'APPAREIL A EFFECTUE UN VIRAGE A DROITE ET S'EST ECRASE SUR LE FLANC D'UNE COLLINE.  L'APPAREIL A PRIS FEU PEU APRES L'IMPACT.
90920, SUITE A UN VOL DE NUIT LOCAL LE PILOTE DU CESSNA 150 N'A PAS EFFECTUE D'ARRONDI AU MOMENT DE L'ATTERRISSAGE.  L'APPAREIL S'EST POSE BRUTALEMENT LE TRAIN D'ATTERRISSAGE AVANT S'EST ROMPU ET L'APPAREIL A TERMINE SA COURSE SUR LE NEZ.  L'APPROCHE POUR LA PISTE S'EST FAIT A 70 MPH ET AVEC 30 DEGRES DE VOLETS.  IL SEMBLERAIT QUE LE FEU A ECLAT (STROBE LIGHT) AIT EBLOUI LE PILOTE AU MOMENT DE FAIRE L'ARRONDI POUR L'ATTERRISSAGE.  IL N'Y A EU AUCUN BLESSE.  LE SUPPORT MOTEUR L'HELICE ET LE TRAIN AVANT ONT ETE ENDOMMAGES.  LE PILOTE N'AVAIT PAS VOLE DE NUIT DEPUIS LE MOIS DE MAI 1997.
90616,LE PILOTE ET DEUX PASSAGERS PRENAIENT PLACE A BORD D'UN CESSNA 172K SUR FLOTTES ET DECOLLAIENT DU LAC AIGUILLON POUR UN VOYAGE DE PECHE A PERIBONKA. DURANT LE DECOLLAGE SELON LE PILOTE LA TEMPERATURE ET L'HUMIDITE ETAIENT ELEVEES. DE PLUS LES VENTS ETAIENT TRAVERSIERS AU DECOLLAGE. DURANT LA MONTEE INITIALE L'AERONEF N'A PU MONTER SUFFISAMMENT ET UN DES FLOTTEURS A TOUCHE LES ROCHERS D'UNE PRESQU'ILE SITUEE DANS LA TRAJECTOIRE DE VOL. L'APPAREIL S'EST IMMOBILISE APRES LA PRESQU'ILE. LES FLOTTEURS ET LES ATTACHEMENTS FLOTTEURS ONT ETE LOURDEMENTS ENDOMMAGES. PERSONNE N'A ETE BLESSE. SELON LE PILOTE LE POIDS ET CENTRAGE DE L'APPAREIL SE TROUVAIENT DANS LES LIMITES PERMISES.
90229,LE PILOTE EFFECTUAIT UN VOL D'ESSAI ET DE DEMONSTRATION DE L'HELICOPTERE DE TYPE ROTORCRAFT. EN VOLDE LA FUMEE S'EST ECHAPPEE DU COMPARTIMENT MOTEUR. LE PILOTE A IMMEDIATEMENT AMORCE UNE APPROCHE POUR FAIRE UN ATTERRISSAGE D'URGENCE. A ENVIRON 50 PIEDS AU-DESSUS DU SOL LE MOTEUR (ROTAX 912) A SAISI ET S'EST ARRETE. LE PILOTE A POSE L'APPAREIL DUREMENT AU SOL ET L'HELICOPTERE A TERMINE SA COURSE EN GLISSANT SUR LES PATINS. LES DEUX OCCUPANTS SONT SORTIS INDEMNES. L'APPAREIL A ENSUITE PRIS FEU. LE PILOTE A DECOUVERT LE FILTRE A L'HUILE AU SOL ET HORS DE L'APPAREIL. IL A ETE DETERMINE QUE LE FILTRE S'ETAIT DEVISSE DU MOTEUR ET QUE LES FILETS DE LA TIGE FILTREE LE RETENANT AU MOTEUR AVAIENT ETE FORCES. LE PROPRIETAIRE SOUMETTRA UN SDR A TRANSPORTS CANADA AFIN QUE DES ATTACHES SOIENT AJOUTEES POUR EVITER QUE LE FILTRE SE DEVISSE EN VOL.
90227,LE PILOTE SEUL A BORD DE L'ULTRA-LEGER DE TYPE TIERRA II EFFECTUAIT UN ATTERRISSAGE SUR UNE PISTE PRIVEE PAR VENT ARRIERE. DURANT LE ROULAGE AU SOL LE PILOTE A PERDU LE CONTROLE DIRECTIONNEL DE L'APPAREIL QUI A EFFECTUE UN TETE A QUEUE. IL A REMIS LES GAZ ET COMME LA DISTANCE S'EST AVEREE INSUFFISANTE L'APPAREIL S'EST ABIME DANS L'EAU. LE PILOTE EST DECEDE.
89996,UN APPAREIL CESSNA 172 SUR FLOTTES AVEC UN PILOTE ET UN PASSAGER A BORD CIRCULAIT SUR UN LAC POUR PRENDRE POSITION PRES D'UNE EMBOUCHURE DE RIVIERE. LORSQUE LE PILOTE A FAIT DEMI-TOUR POUR SE POSITIONNER LE FORT VENT DE TRAVERS A SOULEVE L'APPAREIL ET L'A FAIT BASCULER SUR LE NEZ.  L'APPAREIL EST DEMEURE SUSPENDU PAR LES FLOTTES.LES DEUX OCCUPANTS ONT EVACUE LA CABINE RAPIDEMENT PENDANT LA ROTATION ET ONT REGAGNE LA RIVE A LA NAGE. APRES UNE LONGUE MARCHE ILS ONT PU RENCONTRER D'AUTRES PERSONNES QUI LES ONT PRIS EN CHARGE.
89799, L'APPAREIL ULTRA-LEGER AVANCE SUR SKIS VENAIT DE DECOLLER EN DIRECTION OUEST DE LA SURFACE GELEE DU LAC ST-JEAN POUR UN VOL D'ENTRAINEMENT SELON LES CONDITIONS DE VOL A VUE. L'AERONEF A ETE APERCU PEU DE TEMPS APRES LE DECOLLAGE ET SELON LES TEMOIGNAGES RECEUILLIS IL SE DIRIGEAIT VERS L'OUEST. A ENVIRON 14 H 00 UN SIGNAL D'URGENCE EMIS PAR UNE RADIOBALISE DE DETRESSE A ETE CAPTE PAR LE SATELLITE SARSAT. L'UNITE CENTRALE DE RECHERCHE ET SAUVETAGE A DEPECHE UN HELICOPTERE DE LA BASE DE BAGOTVILLE SUR LES LIEUX DE L'ACCIDENT. L'AERONEF A ETE REPERE SUR LA SURFACE GELEE DU LAC ST-JEAN OU IL S'ETAIT ECRASE. LES DEUX OCCUPANTS DE L'AERONEF AVAIENT SUBIS DES BLESSURES MORTELLES.LE PILOTE PROPRIETAIRE DE L'AERONEF ETAIT TITULAIRE D'UN PERMIS D'ELEVE-PILOTE SUR ULTRA-LEGER QUI LUI AVAIT ETE DELIVRE EN JUILLET 1996. SELON LES PRIVILEGES D'UN PERMIS D'ELEVE-PILOTE(AVION) TOUT VOL DOIT ETRE AUTORISE PAR UN INSTRUCTEUR. RIEN N'INDIQUE QUE LE PILOTE A ETE AUTORISE POUR LE VOL ENTREPRIS. SON COMPAGNON AVAIT UNE LICENCE DE PILOTE PRIVE SUR AERONEF CONVENTIONNEL ET AGISSAIT A TITRE DE COMMANDANT DE BORD ET INSTRUCTEUR DURANT LE VOL. IL N'AVAIT PAS LA COMPETENCE DE DISPENSER DE L'INSTRUCTION EN VOL SUR AVIONS ULTRA-LEGERS SELON LA REGLEMENTATION EN VIGUEUR.L'AERONEF ETAIT UN MODELE CADI UN ULTRA-LEGER DE TYPE EVOLUE. LE PROPRIETAIRE AVAIT ASSEMBLE L'AERONEF LUI-MEME DURANT UNE PERIODE D'ENVIRON QUATORZE MOIS. L'AERONEF ETAIT CERTIFIE EQUIPE ET ENTRETENU CONFORMEMENT A LA REGLEMENTATION AERIENNE EN VIGUEUR ET AUX PROCEDURES APPROUVEEES. LA MASSE ET LE CENTRAGE SE TROUVAIENT DANS LES LIMITES PRESCRITES. LE MANUFACTURIER AVAIT APPROUVE LES VRILLES ET LES DECROCHAGES CONFORMEMENT AUX NORMES DE CONCEPTION POUR AVIONS ULTRA-LEGERS DE TYPE EVOLUE.L'EXAMEN DE L'APPAREIL AU SITE DE L'ACCIDENT A PERMIS DE DETERMINER QU'IL N'Y AVAIT PAS EU DE DEFAILLANCE DE LA CELLULE NI DE MAUVAIS FONCTIONEMENT D'UN SYSTEME AVANT OU PENDANT LE VOL. L'INSPECTION DES PALES DE L'HELICE LAISSE SUPPOSER QUE LE MOTEUR TOURNAIT A PLEINE PUISSANCE AU MOMENT DE L'IMPACT AU SOL. LE COURT SILLON LAISSE PAR L'EPAVE ET LES INDICES DE FORCES VERTICALES ELEVEES INDIQUENT QUE L'AERONEF S'EST ECRASE EN DECROCHAGE OU EN VRILLE. SUITE AUX FORCES DE L'IMPACT LES DEUX OCCUPANTS ONT PERI. L'APPAREIL ETAIT EQUIPE DE CEINTURES DE SECURITE ET LES DEUX OCCUPANTS AVAIENT BOUCLE LEUR CEINTURE.LES CONDITIONS METEOROLOGIQUES ETAIENT PROPICES AU VOL A VUE LE VENT ETAIT CALME ET LA VISIBILITE ETAIT ILLIMITEE. A CET ENDROIT ET A CETTE PERIODE DE L'ANNEE LE LAC EST RECOUVERT DE GLACE ET DE NEIGE. LORSQUE L'ON VOLE AU-DESSUS DE LA SURFACE BLANCHE ET UNIFORME DU LAC GELE IL EST DIFFICILE D'EVALUER AVEC PRECISION LA HAUTEUR DE L'AERONEF AU-DESSUS DE LA SURFACE DU LAC GELE DURANT L'EXERCICE. L'AERONEF A DECROCHE A UNE ALTITUDE A PARTIR DE LAQUELLE LA SORTIE DE DECROCHAGE OU DE VRILLE ETAIT IMPOSSIBLE.RIEN N'INDIQUE QUE LE COMPORTEMENT DU PILOTE AIT ETE COMPROMIS PAR UNE INCAPACITE DES FACTEURS PHYSIOLOGIQUES OU PSYCHOLOGIQUES.
89688,L'ELEVE-PILOTE A BORD D'UN CESSNA 152 EFFECTUAIT DES POSES-DECOLLES EN SOLO SUR LA PISTE 06. APRES LE TROISIEME POSE LE PILOTE A APPLIQUE LA PUISSANCE ET L'APPAREIL A ETE DEPORTE VERS LA DROITE. L'ELEVE-PILOTE A ETE INCAPABLE DE MAINTENIR LE CONTROLE DIRECTIONNEL DU CESSNA QUI S'EST RETROUVE HORS PISTE AVANT DE SE RENVERSER. LA PISTE MESURE 150 PIEDS DE LARGE ET LES VENTS ETAIENT CALMES. L'ELEVE PILOTE TOTALISAIT PRES DE 40 HEURES EN DOUBLE COMMANDES ET SEULEMENT 2 HEURES EN VOL SOLO. AUCUNE ANOMALIE N'A ETE DETECTEE SUR L'APPAREIL.
89609, LE PILOTE DU PIPER PA-28 A EFFECTUE UNE DESCENTE DE 1 200 AGL A 700 AGL.  AU MOMENT DE REMETTRE LA PUISSANCE LE MOTEUR A EU DES RATES.  LE PILOTE A AUSSITOT SELECTIONNE LE RECHAUFFAGE CARBURATEUR. LE MOTEUR A REPRIS DE LA PUISSANCE MAIS IL ETAIT TROP TARD. LE PILOTE A ETE CONTRAINT DE POSER L'APPAREIL DANS UN CHAMPS.L'APPAREIL A SUBI DES DOMMAGES IMPORTANTS AUX AILES ET AU TRAIN AVANT.
89313, EN COURTE FINALE POUR LA PISTE 27 LE BEECH 23 A ETE DEPORTE VERS LA GAUCHE PAR UNE RAFALE DE VENT.  L'APPAREIL S'EST POSE AU SUD DE LA PISTE DANS LA NEIGE. LE VENT PROVENAIT DU 330 DEGRE A 10 KTS - 15 KTS.  LES QUATRE OCCUPANTS SONT SORTIS INDEMNES DE L'ACCIDENT.  L'AVION A SUBI DES DOMMAGES IMPORTANTS.
89271, LE PILOTE DE L'AS350D EFFECTUAIT UNE PATROUILLE DE LA VOIE FERREE.  LE PILOTE A ATTERRI SUR LA VOIE PARALELLE AU RAIL ET AVEC L'EXTREMITE DROITE DU ROTOR PRINCIPAL SOUS UN FILS DE TELEPHONE.  LORS DU DECOLLAGE UNE PALE EST ENTREE EN COLLISION AVEC LE FIL TELEPHONIQUE.  LE PILOTE A ATTERRI SANS AUTRE PROBLEME ET AUCUN OCCUPANT N'A ETE BLESSE.  LES CONDITIONS METEOROLOGIQUES ETAIENT CAVOK.
89085, LE PILOTE DU CESSNA 172N ET SES TROIS PASSAGERS SURVOLAIENT LA MUNICIPALITE DE LA BAIE A UNE ALTITUDE DE 1 300 PIEDS LORSQUE LE MOTEUR A EU DES RATES. LE PILOTE A POSE L'APPAREIL SUR LE TERRAIN DE STATIONNEMENT DE LA COMPAGNIE ALCAN MAIS L'AILE GAUCHE A HEURTE UN LAMPADAIRE PENDANT LA DECELERATION AU SOL.  IL SEMBLERAIT QUE L'UN DES CONDUITS D'ESSENCE AURAIT ETE OBSTRUE PAR DE LA GLACE.  LA TEMPERATURE EXTERIEURE ETAIT DE -28 DEGRES AU MOMENT DE L'EVENEMENT.
88575, L'APPAREIL DE CONSTRUCTION AMATEUR CYCLONE 180 AVAIT ATTERRI SUR LE LAC KAVISILIVULIK POUR DEBARQUER LE PERE DU PILOTE QUI Y AVAIT UN CAMP.  LE MOTEUR DE L'APPAREIL ETAIT TOUJOURS EN MARCHE PUISQUE LE PILOTE AVAIT DES PROBLEMES AVEC SON DEMARREUR DEPUIS QUELQUES TEMPS.  LE PILOTE ET UN JEUNE HOMME ONT AIDE L'AUTRE PASSAGER A DEBARQUER LE MATERIEL DU COTE GAUCHE DE L'APPAREIL.  AU MOMENT D'EMBARQUER LE PILOTE A DEMANDE AU JEUNE HOMME DE FAIRE LE TOUR DE L'APPREIL AFIN D'EMBARQUER DU COTE DROIT.  LE JEUNE HOMME A FAIT LE TOUR DE L'APPAREIL VERS L'AVANT ET A ETE FRAPPE PAR L'HELICE.  SON DECES A ETE CONSTATE UN PEU PLUS TARD A L'HOPITAL DE KUUJJUAQ. LES AUTORITES POLICIERES ONT VISITE LA SCENE.
