word,frequency
pond,136
significantli,136
scatter,136
fluid,136
chart,136
backward,135
appropri,135
view,135
rocki,135
frost,135
said,135
basic,135
checklist,135
homebuilt,135
aerobat,134
modifi,134
unservic,134
soon,134
effort,134
detail,134
though,134
duti,134
feather,133
earli,133
overfli,133
anticip,133
deviat,133
slip,132
apron,132
teledyn,132
gradual,132
turf,132
buckl,131
rearward,131
accept,131
alert,131
nosehigh,131
plate,130
prevail,130
central,130
process,130
trenton,130
phone,130
throughout,130
brush,130
lb,129
octob,129
densiti,129
meteorolog,129
hot,129
chemic,129
sputter,129
breaker,128
ch,128
overrun,128
proper,127
mhz,127
nelson,127
québec,127
greater,126
kit,126
seiz,126
publish,126
thrust,126
kelowna,126
protect,126
propellor,126
account,125
extern,125
steel,124
never,124
infield,124
properti,124
goos,124
compens,124
intersect,124
lean,124
updat,123
accompani,123
deer,123
stuck,123
consumpt,123
thunderstorm,123
floor,122
otter,122
rcc,122
distract,122
nt,122
snag,122
kill,122
alaska,122
stay,121
boost,121
imposs,121
aid,121
critic,121
transfer,121
join,120
airlin,120
ruptur,120
inadequ,120
decemb,119
march,119
yt,119
recogn,119
wheat,119
jettison,119
windscreen,118
fourth,118
concentr,118
nosediv,118
asphalt,118
vent,118
occas,118
overdu,117
april,117
capsiz,117
natur,117
halfway,117
antenna,117
hope,117
ten,117
helipad,116
canopi,116
twin,116
hazard,116
overhead,115
tension,115
longlin,115
intak,115
upward,115
cent,115
pattern,115
group,115
measur,114
weld,114
unawar,114
gyroplan,114
aerodynam,114
round,114
yard,114
upslop,114
align,114
rig,113
pack,113
corros,113
abil,113
novemb,113
joint,113
utc,112
burst,112
firefight,112
seem,112
drainag,112
team,111
date,111
minu,111
metr,111
abandon,111
gate,110
kept,110
gave,110
meter,110
strap,110
tore,110
deform,110
lefthand,110
est,110
pst,109
tractor,109
circumst,109
mdt,109
northern,109
faa,109
restor,109
surg,108
tight,108
automat,108
mode,108
incorrect,108
intens,108
occupi,108
bellanca,108
fabric,107
hay,107
injuredth,107
super,107
mission,107
inboard,107
pilotincommand,107
usual,107
vari,106
exhibit,106
snowdrift,106
swam,106
minim,105
tear,105
judg,105
nozzl,105
thick,104
cranbrook,104
overshot,104
alcohol,103
mooney,103
kamloop,103
th,103
jet,103
ring,103
pivot,103
rich,102
treetop,102
bowl,102
object,102
numer,102
gasolin,102
deliv,102
januari,101
rope,101
week,101
jacket,101
prairi,101
supplement,101
reposit,101
access,101
moncton,101
regina,101
inexperienc,100
repres,100
hugh,100
button,100
ambul,100
countri,100
document,100
notam,100
variou,99
particl,99
particular,99
patch,99
powerlin,99
fcu,99
alreadi,99
lanyard,99
latch,99
governor,99
avco,98
langley,98
corn,98
usa,98
wooden,98
retard,98
retriev,98
dump,98
yukon,98
unsaf,98
inbound,98
strength,98
white,98
attribut,98
mani,97
manner,97
westerli,97
mk,97
retain,97
king,97
hear,97
abbotsford,97
downward,97
uncommand,97
old,96
true,96
bring,96
forgot,96
depth,96
briefli,96
thrown,96
coast,96
drown,96
shelter,96
aerospatial,95
yellowknif,95
deplan,94
unusu,94
dens,94
error,94
brace,94
aero,94
supervis,94
survivor,94
unfamiliar,94
nw,94
af,94
thread,94
expos,93
list,93
root,93
might,93
driven,93
correctli,93
craft,93
crust,93
penticton,93
vor,92
displac,92
dynam,92
interrupt,92
pickup,92
achiev,92
overflew,92
mcmurray,92
ndb,92
jack,91
mud,91
territori,91
afternoon,91
fluctuat,91
pipe,91
newfoundland,90
forestri,90
perimet,90
incorpor,90
stump,90
display,90
entir,90
london,90
il,90
blew,90
se,89
bound,89
hang,89
jrcc,89
murphi,89
subsid,89
quad,89
backfir,89
hundr,88
incapacit,88
empennag,88
disembark,88
jump,88
allison,88
upsid,88
hub,88
litr,88
town,88
trap,88
uneven,88
told,88
proxim,88
brampton,88
render,88
fasten,88
lowlevel,88
farmer,88
stoppag,88
recal,87
vector,87
campbel,87
custom,87
bump,87
ame,86
latter,86
tilt,86
saskatoon,86
gather,86
rollov,86
incorrectli,86
great,86
twist,86
manoeuv,86
need,86
boater,86
accomplish,86
arrang,86
roughli,86
manifold,86
regard,86
advisori,85
nine,85
clip,85
eurocopt,85
meet,85
damagedth,85
attain,85
fork,85
pop,85
unus,85
program,85
linkag,85
capac,85
aeronca,85
better,85
unprepar,85
oleo,84
method,84
act,84
centerlin,84
pratt,84
montreal,84
abrupt,84
paint,83
februari,83
employ,83
induc,83
whitehors,83
favour,83
letter,83
depress,83
overnight,82
beechcraft,82
school,82
environ,82
gp,82
clutch,82
wrinkl,82
hose,82
figur,82
fix,82
andrew,82
sleev,82
precipit,82
american,82
met,82
preexist,81
moos,81
statut,81
want,81
hunt,81
screen,81
thompson,81
cool,81
swell,81
crankcas,81
alon,81
book,81
mine,81
norman,81
mari,81
journey,80
slipperi,80
ne,80
starter,80
breakup,80
accur,80
navajo,79
yet,79
penetr,79
preclud,79
diamet,79
hardi,79
verifi,79
gascol,79
space,79
easterli,79
slush,78
ici,78
motion,78
sump,78
improp,78
influenc,78
entri,78
spill,78
row,78
attack,78
inflat,78
endur,78
storag,78
militari,78
plow,78
whitney,78
muddi,78
nb,78
undersid,78
deic,77
annual,77
public,77
centrelin,77
barrel,77
smooth,77
evalu,77
mush,77
nanaimo,77
fl,77
stretch,77
usabl,77
watson,77
util,77
reservoir,77
clean,76
spread,76
preland,76
cub,76
distress,76
profil,76
shock,76
categori,76
handbook,76
oscil,76
carbon,76
mention,76
explain,76
teardown,76
privatelyregist,76
glacier,75
wall,75
smith,75
arff,75
maul,75
man,75
axi,75
injuriesth,75
aztec,75
mean,75
reserv,75
dehavilland,74
simultan,74
plu,74
aluminum,74
rent,74
mountainsid,74
champion,74
tab,74
bella,74
discuss,74
repeat,73
mascouch,73
intermitt,73
warm,73
rose,73
cultiv,73
size,73
du,73
washington,73
physic,73
middl,73
disori,73
nearest,72
guard,72
lookout,72
parti,72
unmark,72
gander,72
ravin,72
wheelsup,72
overspe,71
buttonvil,71
cancel,71
flood,71
profici,71
occasion,71
black,71
suspend,71
hamilton,71
content,71
weaken,71
individu,71
master,71
cg,71
horizon,71
delta,71
pile,71
preliminari,71
sit,71
rubber,70
fraser,70
halifax,70
aggrav,70
coron,70
grumman,70
aboard,70
react,70
routin,70
labrador,70
convent,70
net,70
fight,70
chief,70
cottag,70
ambient,70
blown,70
deposit,70
pn,70
disc,70
nacel,70
noth,70
explos,69
tailboom,69
sioux,69
arc,69
sandi,69
deflect,69
await,69
accessori,69
singleengin,69
photograph,69
filler,69
wife,69
compli,69
le,68
industri,68
asb,68
caution,68
import,68
snowmobil,68
chilliwack,68
worker,68
eye,68
oshawa,68
plastic,68
rupert,68
er,68
task,67
everi,67
headwind,67
stinson,67
dawson,67
tendenc,67
leakag,67
km,67
corner,67
grassi,67
know,67
rong,67
tofino,67
straightin,67
william,66
togeth,66
histori,66
valu,66
mst,66
certain,66
nl,66
ns,66
chosen,66
swampi,66
vernon,66
veloc,66
outlet,66
technician,66
diamond,66
swath,66
sudburi,66
acknowledg,65
dead,65
peak,65
pit,65
best,65
dog,65
windrow,65
translat,65
hing,65
neutral,65
watch,65
vision,65
vane,65
averag,65
rebel,65
roof,65
blue,64
roadway,64
dc,64
van,64
restrain,64
earth,64
southerli,64
organ,64
happen,64
split,64
crush,64
closer,64
inner,64
needl,64
larger,64
weigh,63
therebi,63
kingston,63
multipl,63
exact,63
precis,63
badli,63
potenti,63
assign,63
disengag,63
nation,63
absenc,63
airbu,63
driver,63
ap,63
mound,63
contract,63
airflow,63
newli,63
slave,63
patrol,63
featur,63
onequart,63
correspond,62
acquir,62
feel,62
afterward,62
provinci,62
expir,62
remaind,62
wrong,62
friction,62
preced,61
nosegear,61
excurs,61
target,61
hull,61
platform,61
swim,61
rail,61
punctur,61
hunter,61
mandatori,61
privatelyoper,61
canyon,61
scrape,61
fallen,61
civil,61
grain,61
unlock,61
peterborough,61
fair,61
cone,61
aeronaut,61
ship,61
crank,60
wheelequip,60
humid,60
facial,60
tie,60
discontinu,60
mirror,60
primari,60
offici,60
let,60
precrack,60
famili,60
extric,60
cheroke,60
secondari,60
rut,60
willow,59
vmc,59
dip,59
sw,59
induct,59
rib,59
hat,59
casb,59
danger,59
swamp,59
busi,59
resum,59
shimmi,59
spent,59
messag,59
sm,58
snap,58
salvag,58
relay,58
sthubert,58
treat,58
satisfactori,58
pylon,58
faster,58
overh,58
son,58
downlock,58
unlik,58
unstabl,58
submit,58
pelican,58
windsor,58
checkout,57
cst,57
foreign,57
trailer,57
wheelski,57
io,57
isol,57
treed,57
inop,57
trace,57
lethbridg,57
residu,57
hillsid,57
ifwu,57
franc,57
helilog,57
tighten,57
stubbl,57
midpoint,57
tape,56
cybw,56
studi,56
adt,56
uphil,56
astar,56
output,56
bog,56
cb,56
smell,56
reconnaiss,56
villag,56
rh,56
particularli,56
knew,56
propos,56
smither,56
visit,56
york,55
percent,55
muskeg,55
knock,55
sault,55
melt,55
threequart,55
multiengin,55
twenti,55
pulley,55
ball,55
permiss,55
burlington,55
churchil,55
firm,55
parachutist,55
bed,55
ultim,55
blood,55
consult,55
undergo,54
lab,54
integr,54
buffalo,54
introduc,54
underwat,54
medevac,54
bad,54
unload,54
item,54
gcbc,54
logbook,54
nu,54
medicin,54
spinner,54
fine,54
absorb,54
class,54
ownerpilot,54
timmin,54
misalign,54
catch,54
weak,54
compact,54
plant,54
approx,54
disintegr,54
fuell,54
furthermor,54
interior,53
rivet,53
channel,53
clamp,53
frequent,53
lot,53
inject,53
resourc,53
bleed,53
accidentth,53
summer,53
northerli,53
begun,53
chinook,53
necessit,53
contrari,53
film,52
postaccid,52
sr,52
cumulu,52
aircraftth,52
drizzl,52
bonanza,52
kia,52
impair,52
cypk,52
seneca,52
option,52
temporari,52
dent,52
guy,52
unless,52
flang,52
energi,52
dig,52
citabria,52
ste,51
longitudin,51
downandlock,51
element,51
convers,51
chip,51
common,51
wash,51
diaphragm,51
nwt,51
rectifi,51
beneath,51
width,51
agricultur,51
bag,51
sock,51
notif,51
pine,51
flybi,51
fleet,50
unexpectedli,50
unintent,50
cf,50
psi,50
ingest,50
room,50
impos,50
mackenzi,50
pertin,50
revelstok,50
summit,50
bravo,50
foul,50
catastroph,50
comput,50
reli,50
univers,50
employe,50
tiedown,50
glass,50
par,50
rg,50
finish,50
qualiti,50
atmospher,50
alter,50
frame,50
albert,49
span,49
sharp,49
reinstal,49
audit,49
static,49
tachomet,49
traine,49
colleg,49
knowledg,49
facilit,49
gal,49
shortfield,49
essenti,49
apart,49
ba,49
torsion,49
radiu,49
threepoint,49
kitfox,49
store,49
tend,49
alongsid,49
hamper,49
crystal,49
heliski,49
primer,49
perpendicular,49
extra,49
pickl,49
unhurt,48
stol,48
vessel,48
cach,48
exposur,48
kenora,48
pic,48
starboard,48
outclimb,48
torontobuttonvil,48
acc,48
dougla,48
em,48
pitot,48
desir,48
airlift,48
entangl,48
sdr,48
electron,48
demand,48
cove,48
chute,48
reappli,48
salmon,48
seismic,47
easili,47
brunswick,47
turbocharg,47
thin,47
comox,47
downhil,47
westbound,47
cook,47
brantford,47
marshal,47
men,47
sarsat,47
caravan,47
autopsi,47
windsock,47
tanker,47
golden,47
specialist,47
overcorrect,47
amend,47
storm,47
combust,47
rub,47
feder,47
golf,47
fresh,47
heater,47
backtrack,46
portabl,46
afloat,46
residenti,46
ideal,46
skier,46
jodel,46
neg,46
microswitch,46
precaut,46
mist,46
ae,46
bulkhead,46
counter,46
conflict,46
driveshaft,46
startup,46
quesnel,46
think,46
freeli,46
distort,46
hercul,46
hopper,46
hanger,46
clearli,46
percept,46
eagl,46
unicom,46
terrac,46
troisrivièr,45
pearson,45
summari,45
faulti,45
often,45
map,45
pastur,45
herbicid,45
offer,45
pinion,45
mc,45
lee,45
eject,45
hesit,45
prove,45
notch,45
rv,45
bellcrank,45
andor,45
wawa,45
dorval,45
feed,45
frontseat,44
rightwinglow,44
cornfield,44
recycl,44
turbo,44
flotat,44
everyth,44
sa,44
constant,44
shutoff,44
et,44
chock,44
pullup,44
itinerari,44
dewpoint,44
envelop,44
thirti,44
tailrotor,44
wrap,44
muskoka,44
hidden,44
cushion,44
durat,44
remark,44
downslop,44
lifejacket,44
ug,44
crest,43
noselow,43
sport,43
accordingli,43
sb,43
pipelin,43
press,43
cyhu,43
glare,43
fmp,43
nd,43
eastwest,43
counteract,43
intermedi,43
stow,43
amphibian,43
improperli,43
season,43
obviou,43
distribut,43
unconsci,43
fpm,43
droop,43
carrier,43
airspac,43
fifth,43
pm,43
dove,43
discharg,42
leftwinglow,42
washer,42
inspector,42
privatelyown,42
alpha,42
diminish,42
sheet,42
video,42
flameout,42
footlong,42
snowi,42
bare,42
mix,42
gearup,42
unfortun,42
rx,42
resist,42
icecov,42
project,42
draw,42
stream,42
dislodg,42
flapless,42
wabush,42
blind,42
agenc,42
partli,42
at,42
lowaltitud,42
compromis,41
grade,41
softfield,41
pend,41
govern,41
trajectori,41
lachut,41
broadcast,41
elimin,41
gatineau,41
bridg,41
fungicid,41
satisfi,41
cue,41
unsur,41
villeneuv,41
rescuer,41
yoke,41
reset,41
loosen,41
underneath,41
transpond,41
errat,41
lie,41
stratu,41
weathercock,41
horsepow,41
tundra,41
curv,41
deceas,41
paw,41
cnc,41
particip,40
guelph,40
heel,40
comanch,40
quick,40
antitorqu,40
wagaero,40
bench,40
pronounc,40
reflect,40
ceas,40
carp,40
injector,40
cloth,40
gentli,40
cock,40
nav,40
deck,40
unexpect,40
extract,40
tug,40
staff,40
dismantl,40
flex,40
other,40
autopilot,40
spruce,40
plain,40
big,40
peac,39
independ,39
strainer,39
confus,39
sens,39
seed,39
reselect,39
fairli,39
builder,39
skip,39
cat,39
upset,39
compar,39
formal,39
soil,39
ride,39
temporarili,39
environment,39
turbomeca,39
fan,39
shatter,39
plung,39
brandon,39
grid,39
product,39
smaller,38
engineout,38
cam,38
bottl,38
kilometr,38
corpor,38
hors,38
imc,38
stronger,38
stopov,38
cvr,38
care,38
readi,38
chain,38
outfitt,38
depend,38
deplet,38
da,38
identif,38
revolut,38
slung,38
accredit,38
paramet,38
question,38
thermal,38
down,38
bunge,37
inuvik,37
minima,37
ocean,37
distributor,37
ag,37
leader,37
disorient,37
railway,37
mass,37
enabl,37
reestablish,37
aircoup,37
lawrenc,37
