word,frequency
flew,360
commenc,360
rear,360
lequipag,359
command,358
onboard,356
saw,355
master,354
affect,354
ns,353
deviat,353
bang,352
center,352
trail,351
feather,351
coordin,349
aff,349
plug,349
bird,348
inop,348
author,347
grand,347
king,347
agl,346
handbook,341
loos,341
richardson,340
convair,340
sound,339
lavatori,338
avait,336
controleur,336
mayday,336
decis,335
gaug,334
apron,333
section,333
top,332
assess,331
mirabel,331
annunci,330
pitch,329
connector,328
similar,328
contamin,327
weight,327
learjet,326
front,326
drive,325
sent,325
rate,324
eng,323
remaind,323
design,323
file,322
flown,322
sa,322
adjust,321
pn,320
river,320
five,320
deck,319
elev,319
delay,319
aileron,318
winnipegjam,317
fume,317
downwind,316
strong,315
autr,315
comput,314
westbound,314
rotat,314
na,313
québec,313
atr,313
see,313
inlet,311
rpm,309
target,306
jetstream,306
submit,305
compart,305
distanc,305
cowl,305
fact,304
lester,304
involv,304
harbour,303
delta,303
prevent,302
stabil,302
ensur,302
citat,301
regain,301
flow,301
review,301
touch,300
goaround,300
pacif,299
compon,298
fals,298
stage,296
truck,296
kt,295
code,295
sight,293
cap,292
boston,291
armstrong,290
maximum,290
sn,290
injur,289
origin,289
rj,289
brief,288
overshoot,288
hyd,288
metal,287
slow,287
pin,286
hs,286
angel,286
compli,285
erj,285
eastbound,285
cylind,285
relat,285
vent,284
stall,283
rh,282
put,282
fairchild,282
either,282
mechan,281
expect,281
cabl,281
central,281
lh,279
progress,278
awar,278
overhead,277
elliot,276
spoiler,276
intercept,276
field,275
restart,275
swg,275
pco,274
newark,274
mcmurray,274
measur,273
psi,273
privat,273
list,273
case,273
baggag,272
applic,272
moder,272
ggn,271
incidentth,271
dan,271
apr,271
believ,270
motor,268
lockhe,268
iqaluit,268
franc,267
intermitt,267
dal,266
mode,266
excess,265
develop,265
inboard,265
autoris,264
assur,264
error,264
montréalpierr,264
evas,263
mexico,263
forc,263
georg,263
batteri,262
pop,262
nb,262
fokker,262
bae,262
effect,261
cyqt,261
island,260
updat,260
box,260
previou,260
irregular,259
baw,259
port,258
leg,258
along,258
present,257
glr,256
sunw,256
throttl,256
rudder,255
loop,255
yaw,255
make,254
demand,254
ny,254
bulb,254
mountain,253
heavi,253
touchdown,253
rotor,253
fab,252
porter,252
higher,252
facil,251
lavion,251
strip,251
seattl,250
past,250
manag,250
wake,250
sikorski,248
gearbox,248
hook,248
anomali,246
post,246
fit,245
cav,245
ocean,244
acknowledg,243
beechcraft,243
incapacit,243
cdr,243
trip,242
inadvert,241
tc,241
pag,241
accompani,240
long,240
isol,240
don,239
sequenc,238
sid,237
md,237
qui,237
window,236
ne,236
zone,236
relay,236
small,235
nosewheel,235
bound,235
alberta,234
next,234
poe,233
hospit,233
cytz,232
outboard,232
auto,232
unservic,232
disagre,232
extern,231
georgian,231
cylw,231
ta,230
environ,229
singl,229
away,229
thereaft,228
surg,228
opposit,228
selector,227
thompson,227
mpe,226
obtain,226
mill,226
accomplish,225
type,225
brought,225
deer,224
duplic,222
heathrow,222
nwa,220
mcdonnel,220
contain,220
decollag,219
arn,219
egt,219
transit,218
driven,218
uncommand,218
jtd,217
perimet,217
charter,217
drill,216
avion,216
engag,216
spill,216
ottawamcia,216
tip,215
staff,215
signal,215
atlant,215
bu,214
instead,214
sky,214
strike,214
serial,214
correctli,213
alarm,213
quil,213
hangar,212
max,212
rest,212
refuel,211
us,211
ambul,210
fight,209
intent,209
allison,209
cool,208
mi,208
deux,208
challeng,208
northeast,207
resolv,207
southeast,207
get,207
exceed,206
overh,206
inflight,206
aerospac,206
iaw,206
cnk,205
swing,205
francisco,205
gauch,205
germani,204
recycl,203
meet,203
odor,202
cyfb,202
stuck,201
cloud,201
verifi,201
intend,200
transmiss,199
em,199
kewr,199
drain,199
coastal,199
accumul,198
inuit,197
dlh,197
signific,197
trace,197
realiz,197
calm,196
debri,196
washington,196
foot,196
properli,195
bypass,195
avec,195
reason,195
like,195
connect,195
input,194
airborn,194
paramet,194
falcon,194
cjt,194
fait,194
overhaul,193
fix,193
tube,193
flapless,192
cooler,192
push,192
unsuccess,191
québecjean,191
abbotsford,191
reduct,191
presenc,191
buffalo,191
last,190
accept,190
longitudin,190
star,190
pound,189
halifaxstanfield,189
cargojet,189
conting,188
rise,188
suppli,188
th,188
fulli,188
suffer,187
garrett,187
transmitt,187
pc,187
har,186
cyqx,186
droit,186
rang,186
uk,185
larg,184
medevac,184
saab,184
climbout,183
aie,183
cyhm,182
kord,182
becom,182
durgenc,181
longer,181
flightcraft,180
ce,180
rig,180
current,180
reclear,180
impact,179
cyyj,179
cld,178
shaft,178
gave,178
starter,178
churchil,177
blown,177
kamloop,177
whitehors,177
timmin,177
exist,175
hawker,175
ad,175
rapidli,175
cover,173
process,173
ingest,173
skyservic,173
pilatu,173
dme,172
traine,172
burnt,172
discuss,172
block,172
sault,172
ga,171
cymm,171
frankfurt,171
aux,171
retard,171
quickli,171
alor,170
ore,170
attach,170
righthand,170
rectifi,169
southwest,169
overspe,169
heater,169
cyth,169
plu,169
bishop,169
screen,168
analysi,168
disengag,168
simultan,168
converg,168
moment,167
egll,167
arc,166
anchorag,166
manitoba,166
fredericton,166
distribut,166
insid,165
travel,165
fuselag,165
ver,164
val,164
mari,164
bl,164
movement,163
pari,163
prairi,163
cyhu,163
lorsqu,163
readback,163
cyzv,162
partial,162
manifold,162
regul,162
sea,162
apart,162
told,162
approv,161
effectu,161
site,161
inch,161
cuba,161
lift,161
slightli,161
sens,160
temp,160
sling,160
therefor,160
cyqr,160
hous,160
saint,160
anticip,160
copilot,159
record,159
circl,159
ottawamacdonaldcarti,158
oclock,158
mal,158
kg,157
continent,157
helijet,157
klax,157
sudburi,157
avant,156
corpor,156
phase,156
remi,156
vmc,156
portion,155
discrep,155
cyyr,155
fell,155
sioux,154
attent,154
cyvo,154
outer,154
flybi,153
automat,153
amount,153
multipl,153
configur,153
protect,152
ring,152
rong,152
seri,152
klm,152
queri,151
neither,151
detroit,151
monte,150
modul,150
across,150
beyond,150
ge,150
kfa,149
erod,149
leav,149
royc,149
sunwest,149
technic,149
afr,149
ncb,148
period,148
outsid,147
held,147
saac,147
tour,147
clamp,147
klga,146
upper,146
nca,146
manoeuvr,146
bucket,145
unintent,145
orlando,145
nj,144
produc,144
lb,144
gulfstream,144
transpond,144
ste,144
lubric,144
differ,144
singleengin,144
ruptur,144
montréal,143
seen,143
republ,143
militari,143
fall,143
govern,142
yellow,142
class,142
eu,141
bearskin,141
decol,141
navig,141
recogn,141
support,141
terrac,141
itt,141
sw,141
defer,141
residu,140
press,140
niveau,140
fo,140
six,139
seiz,139
recov,139
eman,139
qxe,139
pwa,139
acceler,138
wait,138
tractor,138
bulletin,138
wsg,137
da,137
alreadi,137
aerospatial,137
entr,137
fcu,137
way,137
directli,137
amber,137
callsign,137
fill,136
rankin,136
wasaya,136
concern,136
mcia,136
prop,136
ran,136
soon,136
discontinu,136
swearingen,136
eventu,136
slight,136
consid,135
pose,135
ba,135
floor,134
ndb,134
primari,134
fdr,134
rough,134
respect,133
third,133
florida,133
pta,133
lookout,132
mach,132
microswitch,132
emb,132
permit,131
rnav,131
auxiliari,131
cyxl,131
appar,131
ohar,130
ap,130
approch,130
cyqm,130
ceil,130
depressur,130
spray,130
sont,129
jam,129
adt,129
antiic,129
philadelphia,129
station,129
teardown,129
person,129
potenti,128
consequ,128
preliminari,128
recircul,128
achiev,128
hose,127
pipe,127
coa,127
osi,127
unusu,127
reestablish,127
lefthand,127
yt,126
laeroport,126
appareil,126
comox,126
greater,126
overshot,126
ksfo,126
need,126
cymx,125
cold,125
kfll,125
albert,125
radial,125
alpha,125
resum,125
probe,125
dun,125
kbo,124
total,124
morningstar,124
miami,124
revis,124
piec,124
intak,124
straight,124
bank,124
occup,124
unknown,124
acrid,123
disembark,123
pdt,123
night,123
governor,123
begin,123
shear,123
atterri,122
necessari,122
regard,122
assum,122
bridg,122
denver,122
aucun,122
kjfk,121
lose,121
conair,121
expedit,121
bolt,121
reposit,121
statu,121
incorrect,120
ignit,120
marshal,120
nacel,120
none,119
reassign,119
japan,119
vega,118
team,118
aerodrom,118
sol,118
atlanta,118
tri,118
restor,118
kla,118
navcanada,118
horn,117
parallel,117
mark,117
imbal,117
model,117
lycom,117
got,117
metro,116
spark,116
uplock,116
even,116
suffici,116
sop,116
longlin,116
ten,116
kia,116
suppress,116
pushback,116
stick,116
siddeley,115
skw,115
veer,115
structur,115
differenti,114
rerout,114
sydney,114
nanaimo,114
latch,114
spring,114
white,113
alaska,113
reservoir,113
terrain,113
wabush,113
skv,113
septîl,113
son,112
wa,112
fair,112
dornier,112
busi,112
recent,112
ceas,112
bord,112
hard,112
link,112
rapport,111
asymmetri,111
etabl,111
royal,111
southbound,111
saskatchewan,110
charli,110
bravo,110
dominican,110
hydrauliqu,110
doctor,110
feel,110
paramed,110
frozen,110
actual,110
reportedli,110
publish,109
psc,109
outflow,108
cygl,108
give,108
deactiv,108
antiskid,108
good,108
consist,108
laeronef,108
crq,108
machin,107
strut,107
pattern,107
mmun,107
min,107
deterior,107
cf,107
rvsm,107
autofeath,106
stephenvil,106
afterward,106
row,106
cancun,106
waypoint,106
northern,106
nrl,106
kuujjuaq,106
broke,106
ndt,106
forest,105
kennedi,105
replenish,105
puerto,105
detail,105
cyvp,105
cyfc,105
secondari,105
comair,105
ct,105
sm,105
unlock,105
rubber,105
northbound,104
oleo,104
cranbrook,104
verif,104
transmit,104
thu,104
abeam,103
repli,103
altimet,103
blower,103
attribut,103
profil,103
vane,102
earlier,102
materi,102
aeroplan,102
gaull,102
dhuil,102
hong,102
urgenc,102
diefenbak,102
difficult,102
drift,102
hotel,102
accessori,101
fdx,101
england,101
columbia,101
tx,101
aircrew,101
adjac,101
dor,101
disappear,100
circul,100
meme,100
londonheathrow,100
coffe,100
director,100
supervisor,99
daylight,99
task,99
latterrissag,99
cfm,99
advanc,99
spr,99
avoir,99
nwt,99
adequ,99
navajo,99
lufthansa,99
lor,99
look,99
shannon,99
flat,99
nova,98
creat,98
pression,98
wet,98
penticton,98
satisfactori,98
mount,97
degr,97
disabl,97
china,97
lack,97
feder,97
button,97
houston,97
skywest,97
instructor,97
ferm,97
half,96
windscreen,96
flicker,96
uncontrol,96
billi,96
windsor,96
maneuv,96
cyxi,96
slowli,96
haze,96
standbymainten,96
creebec,96
belli,96
boundari,95
trigger,95
jtda,95
tighten,95
egf,95
tgo,95
guardia,95
bangor,95
fa,95
cyuy,95
pwc,95
cyrt,95
etaient,94
slide,94
cyxx,94
magnet,94
natur,94
specialist,94
util,94
specif,94
momentarili,94
throughout,94
pad,93
backfir,93
pascan,93
subject,93
split,93
kmco,93
lear,93
counti,93
kong,93
repeat,92
dri,92
avis,92
rather,92
recurr,92
dryden,92
servo,92
saskatoonjohn,92
outbound,92
rain,92
downlock,92
relief,92
postflight,92
shift,92
lfpg,92
stay,92
beach,91
snag,91
amsterdam,91
thunderstorm,91
nation,91
numer,91
entertain,91
handoff,91
ou,91
attitud,91
angl,90
blue,90
airfram,90
flare,90
minneapoli,90
campbel,90
unawar,90
hp,90
ship,90
ireland,90
previous,90
unidentifi,90
rais,89
car,89
pickl,89
log,89
bar,89
practic,89
cyqu,89
fractur,89
group,89
bag,89
eagl,89
cut,89
mn,88
feu,88
punta,88
eight,88
conclud,88
reinstal,88
cana,88
escort,88
cyt,88
skid,88
meteorolog,88
coupl,88
chafe,88
grass,87
rod,87
co,87
starboard,87
moistur,87
remot,87
flg,87
evalu,87
await,87
retourn,87
landingmainten,86
arm,86
cyka,86
municip,86
diverg,86
seven,86
pick,86
noth,86
among,86
coast,86
suddenli,86
propellor,85
deflat,85
remplac,85
kiad,85
float,85
specifi,85
lespac,85
combin,85
nv,85
aw,85
hardi,85
belt,85
panpan,84
nolinor,84
horizon,84
done,84
charlottetown,84
cyam,84
taxii,84
notam,84
aeronef,84
peu,84
fatigu,84
invert,84
epr,84
valley,84
cyxu,84
aural,84
closest,84
wew,84
rollsroyc,83
plastic,83
exchang,83
deplet,83
fleet,83
spot,83
runup,83
hole,83
keep,83
incurs,83
sandspit,83
qx,82
incorpor,82
datterrissag,82
cart,82
cariboo,82
summit,82
carbon,82
poor,82
skin,82
cannon,82
amend,82
erron,82
ecu,82
damper,82
pert,81
collect,81
troubl,81
devic,81
rollout,81
despit,81
faster,81
hear,81
quebecjean,81
own,81
build,81
carson,81
william,81
passag,81
object,81
join,81
bymainten,80
centrelin,80
cmm,80
factor,80
empti,80
yet,80
sudden,80
otter,80
inner,80
march,80
lauderdalehollywood,80
survey,79
pst,79
glide,79
mai,79
com,79
keflavik,79
emit,79
transduc,79
lethbridg,79
smither,78
rivièr,78
known,78
rw,78
jettison,78
aerial,78
led,78
enough,78
conclus,77
thought,77
deceler,77
mdt,77
occupi,77
transwest,77
mk,77
dull,77
compagni,77
solenoid,77
cydf,77
yvr,77
torontobilli,77
tailpip,77
reserv,76
nlg,76
improv,76
dassault,76
access,76
rouynnoranda,76
bush,76
column,76
cyxt,76
kden,76
pitot,76
pend,76
shatter,75
logan,75
static,75
skew,75
pneumat,75
twin,75
bagotvil,75
westwind,75
tape,75
newfoundland,75
nut,74
proper,74
calcul,74
non,74
tug,74
ii,74
lauderdal,74
jba,74
flex,74
drum,74
cyxj,74
wisconsin,74
tree,74
roue,74
scaveng,74
escap,74
guid,74
element,74
cfma,74
lndg,74
narita,74
worth,74
up,74
melt,74
revel,74
micro,73
hit,73
pf,73
croisier,73
su,73
eddf,73
net,73
litr,73
palm,73
imc,73
rb,73
acm,73
satc,73
ksea,73
suggest,73
dair,73
maker,72
blew,72
dune,72
recommend,72
spool,72
ev,72
lr,72
errat,72
drag,72
liberti,72
gust,72
entir,72
preced,72
hercul,72
echo,72
septil,72
provinci,72
nonnorm,72
boost,72
cb,71
revenu,71
jean,71
keewatin,71
asq,71
pro,71
juli,71
briefli,71
pal,71
acquir,71
seem,71
mission,71
fle,71
ao,71
though,71
consider,70
mm,70
whitneyusa,70
tw,70
straightin,70
shoot,70
workload,70
valu,70
product,70
student,70
etr,70
hr,70
mdpc,69
fadec,69
stow,69
kmia,69
ast,69
tindi,69
driver,69
jack,69
screw,69
memphi,69
montjoli,68
mesur,68
cycd,68
lautoris,68
dba,68
scan,68
wherea,68
probabl,68
fod,68
particl,68
kiah,68
nil,68
camp,68
nearest,68
sb,68
faa,67
fm,67
align,67
momentari,67
manchest,67
length,67
tpe,67
referenc,67
environment,67
bomb,67
crewmemb,67
overran,67
januari,67
iceland,67
hat,67
cysb,67
az,67
recu,66
spain,66
relight,66
mhz,66
technician,66
borescop,66
wingtip,66
provis,66
kmsp,66
norman,66
nunavut,66
cleveland,66
kphl,66
contribut,66
correspond,66
nd,66
kingston,66
freez,66
pendant,65
quart,65
aid,65
nat,65
edp,65
paul,65
persist,65
worn,65
sorti,65
flash,65
cypl,65
gallon,65
medicin,65
tread,65
labrador,65
stood,65
lui,65
hay,65
break,65
santa,64
overtak,64
edward,64
ws,64
honeywel,64
jusqua,64
pedal,64
insuffici,64
stab,64
minim,64
comm,64
lightn,64
edt,64
nc,64
cfc,64
free,64
avco,64
quun,64
sy,64
celsiu,64
alt,64
sick,63
kenora,63
bottom,63
boroscop,63
certifi,63
pylon,63
scene,63
blow,63
nua,63
stjohn,63
relev,63
backtrack,63
plate,63
question,63
aa,63
atterrir,63
thermal,63
durat,63
guard,63
describ,63
incorrectli,63
coverag,62
victor,62
ssv,62
earli,62
twice,62
dart,62
manop,62
ongo,62
mandatori,62
cett,62
reykjavik,62
temporarili,62
jamaica,62
insul,62
temporari,62
pseu,62
bring,62
card,62
exact,62
phoenix,62
honolulu,62
balanc,61
substanti,61
fir,61
meter,61
nearbi,61
kal,61
cv,61
winglet,61
intens,61
partner,61
arrang,61
skylink,61
super,61
été,61
vnap,61
medlink,60
entri,60
trafic,60
enquet,60
sadc,60
experi,60
slung,60
narrow,60
bracket,60
ohio,60
orbit,60
beacon,60
puissanc,60
nozzl,60
suitabl,60
parischarl,59
bradley,59
trenton,59
cell,59
ant,59
trouvait,59
collid,59
major,59
ak,59
asa,59
ace,59
cykf,59
danger,59
tanker,59
proven,59
incharg,59
exercis,59
idg,59
cywk,59
ha,58
decemb,58
byth,58
kept,58
layer,58
artcc,58
hover,58
cybc,58
cyvc,58
gatemainten,58
muvr,58
address,58
propair,58
itali,58
vhf,58
rr,58
peac,58
awi,58
integr,57
kdtw,57
reengag,57
oji,57
punctur,57
whether,57
rcmp,57
recur,57
sep,57
rupert,57
method,57
cybg,57
special,57
circumst,57
almost,57
june,57
least,57
dawson,57
crosswind,57
glycol,57
joint,56
cyclic,56
slower,56
iso,56
stanfield,56
black,56
gatwick,56
caught,56
shaker,56
closer,56
pane,56
paint,56
except,56
must,56
dublin,56
vir,56
consumpt,56
chart,56
fpm,56
form,56
lg,56
carrier,56
leakag,55
guidanc,55
late,55
overcast,55
california,55
intermedi,55
excurs,55
ntsb,55
wear,55
eastern,55
gen,55
gasket,55
modif,55
virag,55
global,55
vehicul,55
fog,55
jetsgo,55
cat,55
cincinnati,55
sthubert,55
platform,55
suit,55
ballast,55
centerlin,54
wrong,54
announc,54
guag,54
aor,54
detach,54
home,54
novemb,54
littl,54
preflight,54
might,54
valdor,54
year,54
charg,54
beaver,54
va,54
forecast,54
incidentcompani,54
mean,54
nelson,54
shutoff,54
baiecomeau,54
chicagoohar,54
exploit,54
virgin,54
macdonaldcarti,54
aarf,54
asp,54
slave,54
moosone,53
gateth,53
bled,53
ptad,53
buss,53
vacat,53
conven,53
facilit,53
purpos,53
flair,53
landingth,53
bd,53
wash,53
april,53
ret,53
reoccur,53
pvl,53
jal,53
airworthi,53
variou,53
cambridg,53
attack,52
kphx,52
grant,52
offset,52
carbur,52
flapslat,52
nonradar,52
unwel,52
simul,52
variabl,52
lac,52
selon,52
creek,52
tokyo,52
kew,52
octob,52
tcu,52
reproduc,52
percent,52
soit,52
wright,52
conduit,51
cet,51
dent,51
brussel,51
old,51
katl,51
readi,51
search,51
bfl,51
food,51
asb,51
pre,51
kentucki,51
pe,51
date,51
download,51
root,51
pic,51
polic,51
sd,51
reoccurr,51
corros,51
pinnacl,51
plr,51
lawrenc,51
twa,51
gradual,51
reduit,51
dallasfort,51
permiss,50
startergener,50
airstair,50
feed,50
cougar,50
aero,50
ventil,50
voyant,50
februari,50
newarkliberti,50
deem,50
ia,50
rose,50
suivi,50
undergo,50
aircraftth,50
visuel,50
histori,50
face,50
voie,50
heliport,50
inuvik,50
montréalsthubert,49
recoveri,49
cfb,49
wide,49
tax,49
broadcast,49
crossfe,49
deliveri,49
seper,49
eta,49
eva,49
cyyq,49
stair,49
followup,49
defenc,49
degrad,49
leas,49
nnw,49
content,49
wayn,49
pu,49
disassembl,49
chartright,48
apercu,48
septemb,48
naw,48
charl,48
vertical,48
rvr,48
agent,48
netherland,48
cfa,48
arrest,48
deflect,48
cyyi,48
accid,48
collaps,48
distract,48
extrem,48
height,48
stiff,48
cfmb,48
sou,48
dh,48
greas,48
dentretien,48
theresa,48
barrier,48
liftoff,48
effectuait,47
iii,47
parti,47
slush,47
clog,47
cone,47
windshear,47
requiredth,47
displac,47
gpw,47
steadi,47
cpa,47
rerig,47
kcvg,47
advers,47
tn,47
specialti,47
faint,47
descendr,47
stabl,47
grumman,47
injuriesth,47
road,46
capabl,46
mist,46
regularli,46
portabl,46
trent,46
lav,46
cyqi,46
cyrl,46
lodg,46
lhelic,46
lax,46
repres,46
surround,46
axl,46
rouyn,46
modifi,46
combust,46
halon,46
cam,46
ng,46
vue,46
man,46
approx,46
waterloo,46
texa,46
custom,46
nsw,46
audio,46
administ,46
oscil,46
smith,46
cyql,46
august,46
monter,46
montego,46
helilog,46
unload,46
cghpw,46
identif,46
flameout,46
shuttl,46
tran,46
ident,45
great,45
leblanc,45
liquid,45
gravel,45
complex,45
caravan,45
hope,45
step,45
slq,45
wow,45
agreement,45
prescrib,45
initial,45
kpsp,45
brandon,45
lapproch,45
compromis,45
program,45
reappear,45
thousand,45
cybw,45
cysj,45
fast,45
michigan,45
abat,45
boot,45
overfli,44
numero,44
af,44
manoeuv,44
said,44
eec,44
chaf,44
hmu,44
patient,44
cypa,44
techniqu,44
pcu,44
ensuit,44
physic,44
jersey,44
pod,44
insert,44
industri,44
valid,44
seattletacoma,44
tout,44
flexibl,44
drip,44
derout,44
dark,44
minneapolisst,44
dual,44
bent,44
morn,44
